,basket,product_to_recommend,probability,price,description
15743,"frozenset({'22699', '23172', '23170'})",frozenset({'23171'}),0.9285714285714285,1.65,REGENCY TEA PLATE GREEN 
7950,"frozenset({'22919', '22916'})",frozenset({'22920'}),0.9285714285714284,0.65,HERB MARKER BASIL
7876,"frozenset({'22920', '22919'})",frozenset({'22918'}),0.9285714285714284,0.65,HERB MARKER PARSLEY
7948,"frozenset({'22920', '22919'})",frozenset({'22916'}),0.9285714285714284,0.65,HERB MARKER THYME
15145,"frozenset({'22697', '23170'})",frozenset({'22699'}),0.9280575539568345,2.95,ROSES REGENCY TEACUP AND SAUCER 
8029,frozenset({'22921'}),frozenset({'22916'}),0.9277108433734939,0.65,HERB MARKER THYME
8031,frozenset({'22921'}),frozenset({'22917'}),0.9277108433734939,0.65,HERB MARKER ROSEMARY
8033,frozenset({'22921'}),frozenset({'22919'}),0.9277108433734939,0.65,HERB MARKER MINT
15152,"frozenset({'22698', '23170'})",frozenset({'22699'}),0.9274193548387096,2.95,ROSES REGENCY TEACUP AND SAUCER 
15326,"frozenset({'22699', '22698', '23171'})",frozenset({'23170'}),0.9272727272727272,1.65,REGENCY TEA PLATE ROSES 
7925,"frozenset({'22917', '22916', '22918'})",frozenset({'22920'}),0.926829268292683,0.65,HERB MARKER BASIL
15450,"frozenset({'23173', '23174', '23171'})",frozenset({'23170'}),0.926605504587156,1.65,REGENCY TEA PLATE ROSES 
7896,frozenset({'22917'}),frozenset({'22916'}),0.9263157894736842,0.65,HERB MARKER THYME
8236,"frozenset({'22917', '22916', '22921'})","frozenset({'22920', '22918'})",0.9256756756756757,1.3,"HERB MARKER BASIL, HERB MARKER PARSLEY"
15803,"frozenset({'23172', '22698', '23170'})",frozenset({'23171'}),0.9252336448598131,1.65,REGENCY TEA PLATE GREEN 
15802,"frozenset({'22698', '23171', '23170'})",frozenset({'23172'}),0.9252336448598131,1.65,REGENCY TEA PLATE PINK
15995,"frozenset({'22697', '23172', '23170'})","frozenset({'22699', '23171'})",0.9252336448598131,4.6,"ROSES REGENCY TEACUP AND SAUCER , REGENCY TEA PLATE GREEN "
8288,"frozenset({'22920', '22921'})","frozenset({'22919', '22916'})",0.9251700680272108,1.3,"HERB MARKER MINT, HERB MARKER THYME"
8274,"frozenset({'22920', '22921'})","frozenset({'22917', '22919'})",0.9251700680272108,1.3,"HERB MARKER ROSEMARY, HERB MARKER MINT"
8271,"frozenset({'22917', '22919', '22921'})",frozenset({'22920'}),0.9251700680272108,0.65,HERB MARKER BASIL
7852,"frozenset({'22920', '22917'})",frozenset({'22919'}),0.9244186046511628,0.65,HERB MARKER MINT
7870,"frozenset({'22920', '22917'})",frozenset({'22918'}),0.9244186046511628,0.65,HERB MARKER PARSLEY
7918,"frozenset({'22916', '22918'})",frozenset({'22920'}),0.9239766081871346,0.65,HERB MARKER BASIL
8426,"frozenset({'22920', '22916', '22921'})","frozenset({'22917', '22919', '22918'})",0.9230769230769231,1.95,"HERB MARKER ROSEMARY, HERB MARKER MINT, HERB MARKER PARSLEY"
8420,"frozenset({'22920', '22921', '22918'})","frozenset({'22917', '22919', '22916'})",0.9230769230769231,1.95,"HERB MARKER ROSEMARY, HERB MARKER MINT, HERB MARKER THYME"
7949,"frozenset({'22920', '22916'})",frozenset({'22919'}),0.9230769230769231,0.65,HERB MARKER MINT
8006,"frozenset({'22920', '22919', '22916'})","frozenset({'22917', '22918'})",0.9230769230769231,1.3,"HERB MARKER ROSEMARY, HERB MARKER PARSLEY"
8002,"frozenset({'22920', '22919', '22918'})","frozenset({'22917', '22916'})",0.9230769230769231,1.3,"HERB MARKER ROSEMARY, HERB MARKER THYME"
8396,"frozenset({'22921', '22916', '22919', '22918'})","frozenset({'22920', '22917'})",0.9230769230769231,1.3,"HERB MARKER BASIL, HERB MARKER ROSEMARY"
8166,"frozenset({'22918', '22921'})",frozenset({'22920'}),0.9225806451612903,0.65,HERB MARKER BASIL
8106,"frozenset({'22918', '22921'})","frozenset({'22919', '22916'})",0.9225806451612903,1.3,"HERB MARKER MINT, HERB MARKER THYME"
9609,"frozenset({'21672', '21673', '21671'})",frozenset({'21670'}),0.9223300970873787,1.45,BLUE SPOT CERAMIC DRAWER KNOB
8122,"frozenset({'22916', '22921'})","frozenset({'22917', '22919'})",0.9220779220779222,1.3,"HERB MARKER ROSEMARY, HERB MARKER MINT"
8123,"frozenset({'22919', '22921'})","frozenset({'22917', '22916'})",0.9220779220779222,1.3,"HERB MARKER ROSEMARY, HERB MARKER THYME"
8172,"frozenset({'22917', '22921'})",frozenset({'22920'}),0.9220779220779222,0.65,HERB MARKER BASIL
8120,"frozenset({'22917', '22921'})","frozenset({'22919', '22916'})",0.9220779220779222,1.3,"HERB MARKER MINT, HERB MARKER THYME"
3540,"frozenset({'21080', '21086'})",frozenset({'21094'}),0.921875,0.85,SET/6 RED SPOTTY PAPER PLATES
15817,"frozenset({'22699', '23172', '22698', '23170'})",frozenset({'23171'}),0.9215686274509803,1.65,REGENCY TEA PLATE GREEN 
15816,"frozenset({'22699', '22698', '23171', '23170'})",frozenset({'23172'}),0.9215686274509803,1.65,REGENCY TEA PLATE PINK
15882,"frozenset({'22697', '23172', '23171'})",frozenset({'23170'}),0.9210526315789475,1.65,REGENCY TEA PLATE ROSES 
15264,"frozenset({'22697', '23170'})",frozenset({'23171'}),0.9208633093525179,1.65,REGENCY TEA PLATE GREEN 
15562,"frozenset({'22699', '22698', '23174'})",frozenset({'22697'}),0.9207920792079207,2.95,GREEN REGENCY TEACUP AND SAUCER
7912,"frozenset({'22917', '22916'})",frozenset({'22920'}),0.9204545454545454,0.65,HERB MARKER BASIL
7937,"frozenset({'22917', '22916'})",frozenset({'22919'}),0.9204545454545454,0.65,HERB MARKER MINT
7885,"frozenset({'22917', '22919', '22918'})",frozenset({'22920'}),0.9197530864197531,0.65,HERB MARKER BASIL
8257,"frozenset({'22918', '22919', '22921'})",frozenset({'22920'}),0.919463087248322,0.65,HERB MARKER BASIL
8229,"frozenset({'22917', '22921', '22918'})","frozenset({'22920', '22916'})",0.919463087248322,1.3,"HERB MARKER BASIL, HERB MARKER THYME"
8233,"frozenset({'22921', '22916', '22918'})","frozenset({'22920', '22917'})",0.919463087248322,1.3,"HERB MARKER BASIL, HERB MARKER ROSEMARY"
7898,frozenset({'22916'}),frozenset({'22918'}),0.9193548387096774,0.65,HERB MARKER PARSLEY
15296,"frozenset({'22698', '23171'})",frozenset({'22697'}),0.9193548387096774,2.95,GREEN REGENCY TEACUP AND SAUCER
15226,"frozenset({'23173', '23171'})",frozenset({'23170'}),0.9193548387096774,1.65,REGENCY TEA PLATE ROSES 
7854,"frozenset({'22917', '22919'})",frozenset({'22920'}),0.9190751445086706,0.65,HERB MARKER BASIL
15871,"frozenset({'23172', '22698', '23171'})",frozenset({'22697'}),0.9189189189189189,2.95,GREEN REGENCY TEACUP AND SAUCER
15550,"frozenset({'22698', '23174'})",frozenset({'22699'}),0.9181818181818181,2.95,ROSES REGENCY TEACUP AND SAUCER 
8335,"frozenset({'22916', '22919', '22921'})","frozenset({'22920', '22918'})",0.9178082191780822,1.3,"HERB MARKER BASIL, HERB MARKER PARSLEY"
7877,"frozenset({'22920', '22918'})",frozenset({'22919'}),0.9176470588235294,0.65,HERB MARKER MINT
8388,"frozenset({'22919', '22918', '22917', '22920', '22916'})",frozenset({'22921'}),0.9166666666666667,0.65,HERB MARKER CHIVES 
8392,"frozenset({'22917', '22921', '22919', '22918'})","frozenset({'22920', '22916'})",0.9166666666666667,1.3,"HERB MARKER BASIL, HERB MARKER THYME"
14957,"frozenset({'23202', '85099B', '23209'})",frozenset({'23203'}),0.9166666666666666,2.08,JUMBO BAG VINTAGE DOILY 
15651,"frozenset({'23172', '23173'})",frozenset({'23171'}),0.9166666666666666,1.65,REGENCY TEA PLATE GREEN 
7961,"frozenset({'22919', '22916'})","frozenset({'22917', '22918'})",0.9166666666666665,1.3,"HERB MARKER ROSEMARY, HERB MARKER PARSLEY"
15090,"frozenset({'22698', '23173'})",frozenset({'22699'}),0.9160305343511451,2.95,ROSES REGENCY TEACUP AND SAUCER 
15618,"frozenset({'23172', '23171'})",frozenset({'23170'}),0.9158415841584158,1.65,REGENCY TEA PLATE ROSES 
7858,frozenset({'22917'}),frozenset({'22918'}),0.9157894736842105,0.65,HERB MARKER PARSLEY
15696,"frozenset({'23175', '23172'})",frozenset({'23174'}),0.9150943396226415,4.15,REGENCY SUGAR BOWL GREEN
15968,"frozenset({'22697', '22699', '23172'})",frozenset({'22698'}),0.9150943396226415,2.95,PINK REGENCY TEACUP AND SAUCER
15364,"frozenset({'22697', '22698', '23170'})","frozenset({'22699', '23171'})",0.9150943396226415,4.6,"ROSES REGENCY TEACUP AND SAUCER , REGENCY TEA PLATE GREEN "
7848,frozenset({'22920'}),frozenset({'22917'}),0.9148936170212766,0.65,HERB MARKER ROSEMARY
7899,frozenset({'22918'}),frozenset({'22916'}),0.9144385026737968,0.65,HERB MARKER THYME
7861,frozenset({'22918'}),frozenset({'22919'}),0.9144385026737968,0.65,HERB MARKER MINT
15630,"frozenset({'23172', '23174'})",frozenset({'23170'}),0.9137931034482759,1.65,REGENCY TEA PLATE ROSES 
7872,"frozenset({'22917', '22918'})",frozenset({'22920'}),0.9137931034482758,0.65,HERB MARKER BASIL
15314,"frozenset({'22697', '22698', '23171'})",frozenset({'22699'}),0.912280701754386,2.95,ROSES REGENCY TEACUP AND SAUCER 
7878,"frozenset({'22919', '22918'})",frozenset({'22920'}),0.9122807017543859,0.65,HERB MARKER BASIL
10474,"frozenset({'22747', '22748', '22745'})",frozenset({'22746'}),0.911764705882353,2.1,POPPY'S PLAYHOUSE LIVINGROOM 
16013,"frozenset({'22697', '23172', '22698', '23171'})",frozenset({'22699'}),0.9117647058823529,2.95,ROSES REGENCY TEACUP AND SAUCER 
16016,"frozenset({'22699', '22697', '23172', '23171'})",frozenset({'22698'}),0.9117647058823529,2.95,PINK REGENCY TEACUP AND SAUCER
15911,"frozenset({'22697', '23172', '22698', '23171'})",frozenset({'23170'}),0.9117647058823529,1.65,REGENCY TEA PLATE ROSES 
8348,"frozenset({'22920', '22921'})","frozenset({'22916', '22919', '22918'})",0.9115646258503401,1.95,"HERB MARKER THYME, HERB MARKER MINT, HERB MARKER PARSLEY"
8304,"frozenset({'22917', '22919', '22921'})","frozenset({'22920', '22918'})",0.9115646258503401,1.3,"HERB MARKER BASIL, HERB MARKER PARSLEY"
8320,"frozenset({'22920', '22921'})","frozenset({'22917', '22919', '22918'})",0.9115646258503401,1.95,"HERB MARKER ROSEMARY, HERB MARKER MINT, HERB MARKER PARSLEY"
8009,"frozenset({'22920', '22916', '22918'})","frozenset({'22917', '22919'})",0.9113924050632911,1.3,"HERB MARKER ROSEMARY, HERB MARKER MINT"
8365,"frozenset({'22916', '22919', '22921'})","frozenset({'22920', '22917'})",0.910958904109589,1.3,"HERB MARKER BASIL, HERB MARKER ROSEMARY"
16046,"frozenset({'22699', '22697', '23172', '23170'})",frozenset({'22698'}),0.9108910891089108,2.95,PINK REGENCY TEACUP AND SAUCER
7846,frozenset({'22917'}),frozenset({'22919'}),0.9105263157894736,0.65,HERB MARKER MINT
8403,"frozenset({'22917', '22921', '22916', '22918'})","frozenset({'22920', '22919'})",0.9103448275862069,1.3,"HERB MARKER BASIL, HERB MARKER MINT"
9286,"frozenset({'22579', '22577'})",frozenset({'22578'}),0.9100000000000001,0.29,WOODEN STAR CHRISTMAS SCANDINAVIAN
15734,"frozenset({'22699', '23172'})",frozenset({'23171'}),0.9097744360902255,1.65,REGENCY TEA PLATE GREEN 
8178,"frozenset({'22919', '22921'})",frozenset({'22920'}),0.9090909090909092,0.65,HERB MARKER BASIL
8150,"frozenset({'22917', '22921'})","frozenset({'22916', '22919', '22918'})",0.9090909090909092,1.95,"HERB MARKER THYME, HERB MARKER MINT, HERB MARKER PARSLEY"
8145,"frozenset({'22919', '22921'})","frozenset({'22917', '22916', '22918'})",0.9090909090909092,1.95,"HERB MARKER ROSEMARY, HERB MARKER THYME, HERB MARKER PARSLEY"
8129,"frozenset({'22917', '22916', '22919', '22918'})",frozenset({'22921'}),0.9090909090909092,0.65,HERB MARKER CHIVES 
8152,"frozenset({'22916', '22921'})","frozenset({'22917', '22919', '22918'})",0.9090909090909092,1.95,"HERB MARKER ROSEMARY, HERB MARKER MINT, HERB MARKER PARSLEY"
8189,"frozenset({'22916', '22921'})","frozenset({'22920', '22918'})",0.9090909090909092,1.3,"HERB MARKER BASIL, HERB MARKER PARSLEY"
7863,frozenset({'22918'}),frozenset({'22920'}),0.9090909090909091,0.65,HERB MARKER BASIL
7901,frozenset({'22916'}),frozenset({'22920'}),0.9086021505376344,0.65,HERB MARKER BASIL
15102,"frozenset({'22699', '22698', '23173'})",frozenset({'22697'}),0.9083333333333333,2.95,GREEN REGENCY TEACUP AND SAUCER
15588,"frozenset({'22423', '23173', '23175'})",frozenset({'23174'}),0.908256880733945,4.15,REGENCY SUGAR BOWL GREEN
10469,"frozenset({'22747', '22746'})",frozenset({'22745'}),0.9078014184397162,2.1,POPPY'S PLAYHOUSE BEDROOM 
15464,"frozenset({'23175', '23174', '23171'})",frozenset({'23170'}),0.9074074074074076,1.65,REGENCY TEA PLATE ROSES 
9868,"frozenset({'22745', '22746'})",frozenset({'22748'}),0.9073170731707316,2.1,POPPY'S PLAYHOUSE KITCHEN
15970,"frozenset({'22697', '23172', '22698'})",frozenset({'22699'}),0.9065420560747665,2.95,ROSES REGENCY TEACUP AND SAUCER 
15360,"frozenset({'22698', '23171', '23170'})","frozenset({'22699', '22697'})",0.9065420560747665,5.9,"ROSES REGENCY TEACUP AND SAUCER , GREEN REGENCY TEACUP AND SAUCER"
7847,frozenset({'22919'}),frozenset({'22917'}),0.9057591623036649,0.65,HERB MARKER ROSEMARY
8007,"frozenset({'22920', '22917', '22918'})","frozenset({'22919', '22916'})",0.9056603773584906,1.3,"HERB MARKER MINT, HERB MARKER THYME"
8003,"frozenset({'22916', '22919', '22918'})","frozenset({'22920', '22917'})",0.9056603773584906,1.3,"HERB MARKER BASIL, HERB MARKER ROSEMARY"
8004,"frozenset({'22920', '22917', '22919'})","frozenset({'22916', '22918'})",0.9056603773584906,1.3,"HERB MARKER THYME, HERB MARKER PARSLEY"
15702,"frozenset({'23175', '23172'})",frozenset({'23171'}),0.9056603773584905,1.65,REGENCY TEA PLATE GREEN 
8328,"frozenset({'22920', '22916', '22919', '22918'})",frozenset({'22921'}),0.9054054054054054,0.65,HERB MARKER CHIVES 
7849,frozenset({'22917'}),frozenset({'22920'}),0.9052631578947368,0.65,HERB MARKER BASIL
8378,"frozenset({'22920', '22921'})","frozenset({'22917', '22919', '22916'})",0.9047619047619048,1.95,"HERB MARKER ROSEMARY, HERB MARKER MINT, HERB MARKER THYME"
8361,"frozenset({'22917', '22919', '22921'})","frozenset({'22920', '22916'})",0.9047619047619048,1.3,"HERB MARKER BASIL, HERB MARKER THYME"
15517,"frozenset({'22699', '23175', '23173'})",frozenset({'23174'}),0.9047619047619047,4.15,REGENCY SUGAR BOWL GREEN
7862,frozenset({'22920'}),frozenset({'22918'}),0.9042553191489361,0.65,HERB MARKER PARSLEY
8415,"frozenset({'22916', '22919', '22921'})","frozenset({'22920', '22917', '22918'})",0.904109589041096,1.95,"HERB MARKER BASIL, HERB MARKER ROSEMARY, HERB MARKER PARSLEY"
7903,frozenset({'22916'}),frozenset({'22919'}),0.903225806451613,0.65,HERB MARKER MINT
8148,"frozenset({'22921', '22918'})","frozenset({'22917', '22919', '22916'})",0.903225806451613,1.95,"HERB MARKER ROSEMARY, HERB MARKER MINT, HERB MARKER THYME"
8190,"frozenset({'22918', '22921'})","frozenset({'22920', '22916'})",0.903225806451613,1.3,"HERB MARKER BASIL, HERB MARKER THYME"
9243,"frozenset({'21670', '21672', '21669'})",frozenset({'21668'}),0.9026548672566371,1.45,RED STRIPE CERAMIC DRAWER KNOB
15232,"frozenset({'23175', '23171'})",frozenset({'23170'}),0.9026548672566371,1.65,REGENCY TEA PLATE ROSES 
8219,"frozenset({'22916', '22921'})","frozenset({'22920', '22917'})",0.9025974025974027,1.3,"HERB MARKER BASIL, HERB MARKER ROSEMARY"
8218,"frozenset({'22917', '22921'})","frozenset({'22920', '22916'})",0.9025974025974027,1.3,"HERB MARKER BASIL, HERB MARKER THYME"
8203,"frozenset({'22917', '22921'})","frozenset({'22920', '22918'})",0.9025974025974027,1.3,"HERB MARKER BASIL, HERB MARKER PARSLEY"
16045,"frozenset({'22699', '22697', '22698', '23170'})",frozenset({'23172'}),0.9019607843137254,1.65,REGENCY TEA PLATE PINK
16042,"frozenset({'22699', '23172', '22698', '23170'})",frozenset({'22697'}),0.9019607843137254,2.95,GREEN REGENCY TEACUP AND SAUCER
10593,"frozenset({'22699', '22423', '22698'})",frozenset({'22697'}),0.9018867924528302,2.95,GREEN REGENCY TEACUP AND SAUCER
15600,frozenset({'23172'}),frozenset({'23171'}),0.9017857142857142,1.65,REGENCY TEA PLATE GREEN 
8226,"frozenset({'22920', '22917', '22916', '22918'})",frozenset({'22921'}),0.9013157894736841,0.65,HERB MARKER CHIVES 
10456,"frozenset({'22747', '22748'})",frozenset({'22745'}),0.9006622516556291,2.1,POPPY'S PLAYHOUSE BEDROOM 
7962,"frozenset({'22916', '22918'})","frozenset({'22917', '22919'})",0.9005847953216374,1.3,"HERB MARKER ROSEMARY, HERB MARKER MINT"
7963,"frozenset({'22919', '22918'})","frozenset({'22917', '22916'})",0.9005847953216374,1.3,"HERB MARKER ROSEMARY, HERB MARKER THYME"
7927,"frozenset({'22920', '22916'})","frozenset({'22917', '22918'})",0.8994082840236688,1.3,"HERB MARKER ROSEMARY, HERB MARKER PARSLEY"
8103,"frozenset({'22919', '22916', '22918'})",frozenset({'22921'}),0.89937106918239,0.65,HERB MARKER CHIVES 
8297,"frozenset({'22920', '22917', '22919', '22918'})",frozenset({'22921'}),0.8993288590604027,0.65,HERB MARKER CHIVES 
8307,"frozenset({'22917', '22921', '22918'})","frozenset({'22920', '22919'})",0.8993288590604027,1.3,"HERB MARKER BASIL, HERB MARKER MINT"
8302,"frozenset({'22921', '22919', '22918'})","frozenset({'22920', '22917'})",0.8993288590604027,1.3,"HERB MARKER BASIL, HERB MARKER ROSEMARY"
8338,"frozenset({'22921', '22916', '22918'})","frozenset({'22920', '22919'})",0.8993288590604027,1.3,"HERB MARKER BASIL, HERB MARKER MINT"
8331,"frozenset({'22921', '22919', '22918'})","frozenset({'22920', '22916'})",0.8993288590604027,1.3,"HERB MARKER BASIL, HERB MARKER THYME"
15850,"frozenset({'22697', '23172'})",frozenset({'22698'}),0.8991596638655461,2.95,PINK REGENCY TEACUP AND SAUCER
15856,"frozenset({'22697', '23172'})",frozenset({'23170'}),0.8991596638655461,1.65,REGENCY TEA PLATE ROSES 
15772,"frozenset({'22699', '23172', '22698'})",frozenset({'23171'}),0.8990825688073395,1.65,REGENCY TEA PLATE GREEN 
7900,frozenset({'22920'}),frozenset({'22916'}),0.898936170212766,0.65,HERB MARKER THYME
7973,"frozenset({'22920', '22919'})","frozenset({'22917', '22916'})",0.8988095238095238,1.3,"HERB MARKER ROSEMARY, HERB MARKER THYME"
7977,"frozenset({'22919', '22916'})","frozenset({'22920', '22917'})",0.8988095238095238,1.3,"HERB MARKER BASIL, HERB MARKER ROSEMARY"
8368,"frozenset({'22917', '22916', '22921'})","frozenset({'22920', '22919'})",0.8986486486486487,1.3,"HERB MARKER BASIL, HERB MARKER MINT"
15657,"frozenset({'23172', '23173'})",frozenset({'23170'}),0.8981481481481483,1.65,REGENCY TEA PLATE ROSES 
8411,"frozenset({'22917', '22919', '22921'})","frozenset({'22920', '22916', '22918'})",0.8979591836734694,1.95,"HERB MARKER BASIL, HERB MARKER THYME, HERB MARKER PARSLEY"
8439,"frozenset({'22920', '22921'})","frozenset({'22917', '22916', '22919', '22918'})",0.8979591836734694,2.6,"HERB MARKER ROSEMARY, HERB MARKER THYME, HERB MARKER MINT, HERB MARKER PARSLEY"
8071,frozenset({'22921'}),"frozenset({'22919', '22918'})",0.8975903614457831,1.3,"HERB MARKER MINT, HERB MARKER PARSLEY"
8046,frozenset({'22921'}),"frozenset({'22917', '22918'})",0.8975903614457831,1.3,"HERB MARKER ROSEMARY, HERB MARKER PARSLEY"
8039,frozenset({'22921'}),"frozenset({'22916', '22918'})",0.8975903614457831,1.3,"HERB MARKER THYME, HERB MARKER PARSLEY"
2412,"frozenset({'22384', '22383', '22662', '20726'})",frozenset({'20725'}),0.8971962616822431,1.45,LUNCH BAG RED RETROSPOT
8205,"frozenset({'22918', '22921'})","frozenset({'22920', '22917'})",0.8967741935483872,1.3,"HERB MARKER BASIL, HERB MARKER ROSEMARY"
15643,"frozenset({'23172', '23174'})","frozenset({'23171', '23170'})",0.896551724137931,3.3,"REGENCY TEA PLATE GREEN , REGENCY TEA PLATE ROSES "
15413,"frozenset({'23175', '23170'})",frozenset({'23174'}),0.8962962962962961,4.15,REGENCY SUGAR BOWL GREEN
4969,"frozenset({'22384', '22383', '20726', '20728'})",frozenset({'20725'}),0.8962962962962961,1.45,LUNCH BAG RED RETROSPOT
15898,"frozenset({'22697', '22698', '23170'})",frozenset({'23172'}),0.8962264150943395,1.65,REGENCY TEA PLATE PINK
15708,"frozenset({'23175', '23172'})",frozenset({'23170'}),0.8962264150943395,1.65,REGENCY TEA PLATE ROSES 
7860,frozenset({'22919'}),frozenset({'22918'}),0.8952879581151831,0.65,HERB MARKER PARSLEY
10549,"frozenset({'84596G', '84596F'})",frozenset({'84596B'}),0.8951612903225806,0.42,SMALL DOLLY MIX DESIGN ORANGE BOWL
15756,"frozenset({'22698', '23171'})",frozenset({'23172'}),0.8951612903225806,1.65,REGENCY TEA PLATE PINK
15942,"frozenset({'22697', '23172', '23171'})",frozenset({'22699'}),0.8947368421052632,2.95,ROSES REGENCY TEACUP AND SAUCER 
